id,type,person_id,label,display_name,orcid
person:A5068660339,person,A5068660339,Eric H. Y. Lau,Eric H. Y. Lau,https://orcid.org/0000-0002-6688-9637
person:A5091119492,person,A5091119492,Eric J. Alm,Eric J. Alm,https://orcid.org/0000-0001-8294-9364
person:W3003257820-person-16,person,W3003257820-person-16,Eric Jones,Eric Jones,
person:W3003257820-person-18,person,W3003257820-person-18,Eric Larson,Eric Larson,
person:W3003257820-person-52,person,W3003257820-person-52,Eric Martin,Eric Martin,
person:A5108140420,person,A5108140420,Eric S. Lander,Eric S. Lander,
person:A5020748592,person,A5020748592,Eric S. Lander,Eric S. Lander,https://orcid.org/0000-0003-2662-4631
person:W3003257820-person-22,person,W3003257820-person-22,Eric W. Moore,Eric W. Moore,
person:W3035965352-person-6,person,W3035965352-person-6,Eric Wieser,Eric Wieser,
person:W3003257820-person-53,person,W3003257820-person-53,Eric Wieser,Eric Wieser,
person:A5060805359,person,A5060805359,Erich Gamma,Erich Gamma,
person:A5089114785,person,A5089114785,Erik K. Alexander,Erik K. Alexander,https://orcid.org/0000-0002-1313-2462
person:A5050629872,person,A5050629872,Erik Larsson,Erik Larsson,https://orcid.org/0000-0003-1400-0119
person:A5008875190,person,A5008875190,Erik Lindahl,Erik Lindahl,https://orcid.org/0000-0002-2734-2794
person:A5053857782,person,A5053857782,Erik M. van Mulligen,Erik M. van Mulligen,https://orcid.org/0000-0003-1377-9386
person:A5062503784,person,A5062503784,Erik Scherder,Erik Scherder,https://orcid.org/0000-0003-1203-3208
person:A5043231938,person,A5043231938,Erik Schultes,Erik Schultes,https://orcid.org/0000-0001-8888-635X
person:A5054799659,person,A5054799659,Erik von Elm,Erik von Elm,https://orcid.org/0000-0002-7412-0406
person:A5047818038,person,A5047818038,Erikka Loftfield,Erikka Loftfield,https://orcid.org/0000-0002-3573-8748
person:A5031902837,person,A5031902837,Erin Lillie,Erin Lillie,https://orcid.org/0000-0001-7672-6535
person:A5048448601,person,A5048448601,Ernoiz Antriyandarti,Ernoiz Antriyandarti,https://orcid.org/0000-0002-0948-4000
person:A5022195731,person,A5022195731,Ernst Rietzschel,Ernst Rietzschel,https://orcid.org/0000-0002-8422-177X
person:A5057584685,person,A5057584685,Erving Goffman,Erving Goffman,
person:A5005279299,person,A5005279299,Erwin Frise,Erwin Frise,https://orcid.org/0000-0002-9281-4567
person:A5027089376,person,A5027089376,Erwin Neher,Erwin Neher,https://orcid.org/0000-0002-9758-7922
person:A5071787046,person,A5071787046,Ethan Cerami,Ethan Cerami,https://orcid.org/0009-0009-2340-4490
person:A5043749084,person,A5043749084,Etienne Lefebvre,Etienne Lefebvre,
person:A5091820687,person,A5091820687,Eugene F. Fama,Eugene F. Fama,
person:A5015292353,person,A5015292353,Eugene Kulesha,Eugene Kulesha,https://orcid.org/0000-0002-4285-6232
person:A5068657716,person,A5068657716,Eugene W. Myers,Eugene W. Myers,https://orcid.org/0000-0002-6580-7839
person:A5062003303,person,A5062003303,Eugenia Kalnay,Eugenia Kalnay,https://orcid.org/0000-0002-9984-9906
person:A5109411364,person,A5109411364,Eva Braak,Eva Braak,
person:A5060687347,person,A5060687347,Evaluation Expert Panel on Detection,Evaluation Expert Panel on Detection,
person:A5014309302,person,A5014309302,Evan Bolyen,Evan Bolyen,https://orcid.org/0000-0002-5362-6782
person:W2104549677-person-10,person,W2104549677-person-10,Evan E. Eichler,Evan E. Eichler,
person:A5111906486,person,A5111906486,Evan Mauceli,Evan Mauceli,
person:A5055917772,person,A5055917772,Evan Mayo‐Wilson,Evan Mayo‐Wilson,https://orcid.org/0000-0001-6126-2459
person:A5110811743,person,A5110811743,Evan Miller,Evan Miller,
person:A5023786468,person,A5023786468,Evan Shelhamer,Evan Shelhamer,https://orcid.org/0000-0002-5228-3095
person:A5013148496,person,A5013148496,Eva‐Maria Grischke,Eva‐Maria Grischke,https://orcid.org/0000-0001-7413-5053
person:A5090268234,person,A5090268234,Evelina Sjöstedt,Evelina Sjöstedt,https://orcid.org/0000-0002-0327-7377
person:A5009640664,person,A5009640664,Eveline Wouters,Eveline Wouters,https://orcid.org/0000-0001-8911-9398
person:A5038727864,person,A5038727864,Everett M. Rogers,Everett M. Rogers,
person:W3003257820-person-6,person,W3003257820-person-6,Evgeni Burovski,Evgeni Burovski,
person:A5109381048,person,A5109381048,F. Ann Ran,F. Ann Ran,
person:A5022678642,person,A5022678642,F. Behner,F. Behner,https://orcid.org/0000-0002-2432-2851
person:A5041391948,person,A5041391948,F. Foppiano,F. Foppiano,
person:A5073467817,person,A5073467817,F. Guinea,F. Guinea,https://orcid.org/0000-0001-5915-5427
person:A5055873905,person,A5055873905,F. J. Devlin,F. J. Devlin,
person:A5062254329,person,A5062254329,F. James Rohlf,F. James Rohlf,https://orcid.org/0000-0003-0522-3679
person:A5024184734,person,A5024184734,F. Lei,F. Lei,https://orcid.org/0000-0002-4365-988X
person:A5100626378,person,A5100626378,F. Longo,F. Longo,https://orcid.org/0000-0003-2501-2270
person:A5103278389,person,A5103278389,F. Marini,F. Marini,https://orcid.org/0000-0002-9495-2349
person:A5105412462,person,A5105412462,F. Ranjard,F. Ranjard,
person:A5024173189,person,A5024173189,F. Rodrı́guez-Reinoso,F. Rodrı́guez-Reinoso,https://orcid.org/0000-0002-4212-9860
person:A5109983911,person,A5109983911,F. Smith,F. Smith,
person:A5002029117,person,A5002029117,F. Valentin,F. Valentin,
person:A5075336811,person,A5075336811,F.H. Gartner,F.H. Gartner,
person:A5002338136,person,A5002338136,F.W. Jones,F.W. Jones,
person:A5112582604,person,A5112582604,Fa-Xian Zhan,Fa-Xian Zhan,
person:W3003257820-person-32,person,W3003257820-person-32,Fabian Pedregosa,Fabian Pedregosa,
person:A5037909083,person,A5037909083,Fabian Sievers,Fabian Sievers,
person:A5066230939,person,A5066230939,Fabrice Crivello,Fabrice Crivello,https://orcid.org/0000-0001-6950-984X
person:W3003257820-person-54,person,W3003257820-person-54,Fabrice Silva,Fabrice Silva,
person:W3005079553-person-3,person,W3005079553-person-3,Fangfang Zhu,Fangfang Zhu,
person:A5012235172,person,A5012235172,Fatemeh Amiri,Fatemeh Amiri,https://orcid.org/0000-0002-4082-1060
person:A5109113291,person,A5109113291,Faxian Zhan,Faxian Zhan,
person:A5101410245,person,A5101410245,Federica Di Palma,Federica Di Palma,https://orcid.org/0000-0002-4394-0102
person:A5012294253,person,A5012294253,Fei Zhou,Fei Zhou,https://orcid.org/0000-0002-9871-4882
person:A5010589139,person,A5010589139,Feiwu Chen,Feiwu Chen,https://orcid.org/0000-0003-2420-2419
person:A5068924079,person,A5068924079,Felip Burgos,Felip Burgos,https://orcid.org/0000-0002-4938-4581
person:W3003257820-person-55,person,W3003257820-person-55,Felix Lenders,Felix Lenders,
person:A5029421561,person,A5029421561,Felix Schlesinger,Felix Schlesinger,
person:A5100401298,person,A5100401298,Feng Zhang,Feng Zhang,https://orcid.org/0000-0003-0178-7995
person:A5087860738,person,A5087860738,Fengyun Gong,Fengyun Gong,
person:A5006820691,person,A5006820691,Fereshteh Ansari,Fereshteh Ansari,https://orcid.org/0000-0001-8554-1276
person:A5036170744,person,A5036170744,Fernando Bernardi,Fernando Bernardi,
person:A5100767595,person,A5100767595,Fernando J. Martínez,Fernando J. Martínez,https://orcid.org/0000-0002-2412-3182
person:A5086305028,person,A5086305028,Fernando Vargas,Fernando Vargas,https://orcid.org/0000-0001-5847-2439
person:A5079465565,person,A5079465565,Fethi Bougares,Fethi Bougares,
person:A5072598822,person,A5072598822,Filip Pattyn,Filip Pattyn,https://orcid.org/0000-0003-0858-6651
person:A5010206657,person,A5010206657,Filippo Ariani,Filippo Ariani,https://orcid.org/0000-0002-0504-1712
person:A5027078567,person,A5027078567,Fischer Black,Fischer Black,
person:W2432517183-person-1,person,W2432517183-person-1,"Flannery, Brian P","Flannery, Brian P",
person:A5042883925,person,A5042883925,Florencio López‐de‐Silanes,Florencio López‐de‐Silanes,https://orcid.org/0000-0002-5204-5599
person:A5029882914,person,A5029882914,Florian Menter,Florian Menter,
person:A5020738851,person,A5020738851,Florian Weigend,Florian Weigend,https://orcid.org/0000-0001-5060-1689
person:W3003257820-person-56,person,W3003257820-person-56,Florian Wilhelm,Florian Wilhelm,
person:A5011687402,person,A5011687402,Florin‐Andrei Taran,Florin‐Andrei Taran,https://orcid.org/0000-0001-9167-047X
person:A5081409858,person,A5081409858,Foad Abd-Allah,Foad Abd-Allah,https://orcid.org/0000-0001-8308-5756
person:A5014796220,person,A5014796220,Folke Skoog,Folke Skoog,
person:W2156098321-person-4,person,W2156098321-person-4,for the PRISMA Group,for the PRISMA Group,
person:W2059796825-person-6,person,W2059796825-person-6,for the STROBE Initiative,for the STROBE Initiative,
person:W2599076725-person-6,person,W2599076725-person-6,for the STROBE Initiative,for the STROBE Initiative,
person:A5023870348,person,A5023870348,Francesco Asnicar,Francesco Asnicar,https://orcid.org/0000-0003-3732-1468
person:A5023489769,person,A5023489769,Francesco Delacqua,Francesco Delacqua,
person:A5072105192,person,A5072105192,Francesco Mauri,Francesco Mauri,https://orcid.org/0000-0002-6666-4710
person:A5072778946,person,A5072778946,Franco Lombardo,Franco Lombardo,https://orcid.org/0000-0002-0875-1664
person:A5020932112,person,A5020932112,Frank A. Flachskampf,Frank A. Flachskampf,https://orcid.org/0000-0002-7401-278X
person:A5113665373,person,A5113665373,Frank C. Arnett,Frank C. Arnett,
person:A5061019231,person,A5061019231,Frank Delaglio,Frank Delaglio,https://orcid.org/0000-0003-1264-2556
person:A5091470163,person,A5091470163,Frank Oliver Glöckner,Frank Oliver Glöckner,https://orcid.org/0000-0001-8528-9023
person:A5108489684,person,A5108489684,Frank Speleman,Frank Speleman,
person:A5028194420,person,A5028194420,Frank Weinhold,Frank Weinhold,https://orcid.org/0000-0002-9580-054X
person:A5035299523,person,A5035299523,Franz Faul,Franz Faul,https://orcid.org/0000-0002-7158-2920
person:A5026413767,person,A5026413767,François Alla,François Alla,https://orcid.org/0000-0002-5793-7190
person:A5024393893,person,A5024393893,François Chollet,François Chollet,https://orcid.org/0000-0003-1474-3908
person:W2100379340-person-3,person,W2100379340-person-3,Fred D. Davis,Fred D. Davis,
person:A5103061328,person,A5103061328,Fred D. Davis,Fred D. Davis,https://orcid.org/0000-0002-7774-2016
person:A5051541998,person,A5051541998,Fred J. Sigworth,Fred J. Sigworth,https://orcid.org/0000-0002-7178-8494
person:A5000736765,person,A5000736765,Fred S. Guthery,Fred S. Guthery,
person:A5064215217,person,A5064215217,Freddie Bray,Freddie Bray,https://orcid.org/0000-0002-3248-7787
person:A5016535188,person,A5016535188,Frederic D. Bushman,Frederic D. Bushman,https://orcid.org/0000-0003-4740-4056
person:W2010094123-person-8,person,W2010094123-person-8,Frederick E. Domann,Frederick E. Domann,
person:W2153943092-person-0,person,W2153943092-person-0,Frederick J. Riggins,Frederick J. Riggins,
person:A5114007683,person,A5114007683,Frederick Sanger,Frederick Sanger,
person:A5030690893,person,A5030690893,Frederick Van Lente,Frederick Van Lente,
person:A5035416322,person,A5035416322,Fredric Johansson,Fredric Johansson,https://orcid.org/0000-0001-5160-9543
person:A5005639182,person,A5005639182,Fredrik Pontén,Fredrik Pontén,https://orcid.org/0000-0003-0703-3940
person:A5048208979,person,A5048208979,Fredrik Ronquist,Fredrik Ronquist,https://orcid.org/0000-0002-3929-251X
person:W2010094123-person-10,person,W2010094123-person-10,Free Radical,Free Radical,
person:A5073268552,person,A5073268552,Freja Vamborg,Freja Vamborg,https://orcid.org/0000-0003-3092-0775
person:A5049168910,person,A5049168910,Frédéric Vitart,Frédéric Vitart,https://orcid.org/0000-0001-8485-7981
person:A5109500726,person,A5109500726,Fujio Izumi,Fujio Izumi,
person:A5010575896,person,A5010575896,Fumikazu Takeda,Fumikazu Takeda,
person:A5083770629,person,A5083770629,Furio Pacini,Furio Pacini,https://orcid.org/0000-0003-2655-3693
person:A5035676266,person,A5035676266,Félix Guattari,Félix Guattari,
person:A5110191677,person,A5110191677,Fēi Dèng,Fēi Dèng,https://orcid.org/0000-0002-5385-083X
person:A5037180728,person,A5037180728,G H S Stanley,G H S Stanley,
person:A5039362833,person,A5039362833,G. Aldering,G. Aldering,
person:A5013657038,person,A5013657038,G. Biavati,G. Biavati,https://orcid.org/0000-0002-1675-6967
person:A5032792168,person,A5032792168,G. Bunkóczi,G. Bunkóczi,https://orcid.org/0000-0002-4911-7248
person:A5019659358,person,A5019659358,G. Chiarotti,G. Chiarotti,https://orcid.org/0000-0003-0431-9265
person:A5053210927,person,A5053210927,G. Cosmo,G. Cosmo,
person:A5078458268,person,A5078458268,G. Depaola,G. Depaola,
person:A5075676762,person,A5075676762,G. Folger,G. Folger,
person:A5109528453,person,A5109528453,G. Goldhaber,G. Goldhaber,
person:A5084748758,person,A5084748758,G. Gracia Abril,G. Gracia Abril,
person:A5029352096,person,A5029352096,G. Greeniaus,G. Greeniaus,
person:A5049036967,person,A5049036967,G. Herzberg,G. Herzberg,
person:A5024727980,person,A5024727980,G. Marius Clore,G. Marius Clore,https://orcid.org/0000-0003-3809-1027
person:A5078790563,person,A5078790563,G. Santin,G. Santin,https://orcid.org/0000-0003-4330-9449
person:W3003257820-person-57,person,W3003257820-person-57,G. Young,G. Young,
person:A5058766687,person,A5058766687,Gabriel A. Al‐Ghalith,Gabriel A. Al‐Ghalith,https://orcid.org/0000-0002-6953-6319
person:A5084048014,person,A5084048014,Gabriele Sclauzero,Gabriele Sclauzero,https://orcid.org/0000-0002-0715-3611
person:A5030388625,person,A5030388625,Gabrielle Appleton,Gabrielle Appleton,https://orcid.org/0000-0003-0179-7384
person:A5001392592,person,A5001392592,Gad Getz,Gad Getz,https://orcid.org/0000-0002-0936-0753
person:A5112135752,person,A5112135752,Gail Lorenz Miller,Gail Lorenz Miller,
person:A5100438769,person,A5100438769,Gang Li,Gang Li,https://orcid.org/0000-0003-1583-641X
person:A5078408795,person,A5078408795,Gang Qiu,Gang Qiu,https://orcid.org/0000-0001-6626-1404
person:A5057457548,person,A5057457548,Gang Sun,Gang Sun,https://orcid.org/0000-0002-6608-9971
person:A5013240918,person,A5013240918,Gao Huang,Gao Huang,https://orcid.org/0000-0002-7251-0988
person:A5022190510,person,A5022190510,Garrett Grolemund,Garrett Grolemund,https://orcid.org/0000-0002-7765-6011
person:A5111448232,person,A5111448232,Garrett Hardin,Garrett Hardin,
person:A5011245839,person,A5011245839,Garrett M. Morris,Garrett M. Morris,https://orcid.org/0000-0003-1731-8405
person:W2010094123-person-1,person,W2010094123-person-1,Garry R. Buettner,Garry R. Buettner,
person:A5108081836,person,A5108081836,Gary G. Koch,Gary G. Koch,
person:A5069575711,person,A5069575711,Gary J. Kapral,Gary J. Kapral,
person:A5070610744,person,A5070610744,Gary P. Pisano,Gary P. Pisano,https://orcid.org/0000-0002-5256-2019
person:W3003257820-person-58,person,W3003257820-person-58,Gavin A. Price,Gavin A. Price,
person:A5091335490,person,A5091335490,Gavin Huttley,Gavin Huttley,https://orcid.org/0000-0001-7224-2074
person:A5050467747,person,A5050467747,Gavin Kelman,Gavin Kelman,
person:A5001579116,person,A5001579116,Gavin M. Douglas,Gavin M. Douglas,https://orcid.org/0000-0001-5164-6707
person:A5058333700,person,A5058333700,Gavin Sherlock,Gavin Sherlock,https://orcid.org/0000-0002-1692-4983
person:A5067385781,person,A5067385781,Ge Shao,Ge Shao,
person:A5056276177,person,A5056276177,Geert Hofstede,Geert Hofstede,
person:A5103500973,person,A5103500973,Geerten W. Vuister,Geerten W. Vuister,https://orcid.org/0000-0001-6172-5097
person:A5070983794,person,A5070983794,Gene Cooperman,Gene Cooperman,https://orcid.org/0000-0003-2175-3848
person:A5008494496,person,A5008494496,Gene G. Hunder,Gene G. Hunder,https://orcid.org/0000-0002-1246-107X
person:A5110003399,person,A5110003399,Gene H. Golub,Gene H. Golub,
person:A5111259036,person,A5111259036,Gengfu Xiao,Gengfu Xiao,
person:A5069088537,person,A5069088537,Geo Pertea,Geo Pertea,https://orcid.org/0000-0002-3210-7182
person:A5108093963,person,A5108093963,Geoffrey E. Hinton,Geoffrey E. Hinton,
person:A5063502807,person,A5063502807,Geoffrey Holmes,Geoffrey Holmes,https://orcid.org/0000-0003-0433-8925
person:A5065412037,person,A5065412037,Georg Herrler,Georg Herrler,https://orcid.org/0000-0002-5827-0957
person:A5019751186,person,A5019751186,Georg Kresse,Georg Kresse,https://orcid.org/0000-0001-9102-4259
person:A5016618355,person,A5016618355,Georg Ostrovski,Georg Ostrovski,
person:A5081873388,person,A5081873388,George A. Akerlof,George A. Akerlof,https://orcid.org/0000-0003-3049-6038
person:A5035644440,person,A5035644440,George A. Wells,George A. Wells,https://orcid.org/0000-0002-2289-9139
person:A5022867589,person,A5022867589,George Coulouris,George Coulouris,
person:A5013184354,person,A5013184354,George Davey Smith,George Davey Smith,https://orcid.org/0000-0002-1407-8314
person:A5112669993,person,A5112669993,George E. P. Box,George E. P. Box,
person:A5015873777,person,A5015873777,George F. Gao,George F. Gao,https://orcid.org/0000-0002-3869-615X
person:A5109290855,person,A5109290855,George L. Ellman,George L. Ellman,
person:A5009215192,person,A5009215192,George L. Simpson,George L. Simpson,https://orcid.org/0000-0002-2446-0461
person:A5000829187,person,A5000829187,George Lakoff,George Lakoff,https://orcid.org/0000-0002-8972-2856
person:A5040654425,person,A5040654425,George M Garrity,George M Garrity,https://orcid.org/0000-0002-4465-7034
person:A5014023359,person,A5014023359,George M. Pharr,George M. Pharr,https://orcid.org/0000-0002-6634-8320
person:A5042885999,person,A5042885999,George M. Sheldrick,George M. Sheldrick,https://orcid.org/0000-0001-6956-4822
